Id,Year,Variety,Owner,IdOwnerVarietyYear,Species,Country,Region,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,CleanCup,Sweetness,CupperPoints,TotalCupPoints,Color,AltitudeLowMeters,AltitudeHighMeters,AltitudeMeanMeters
126,2016,Java,Sanjava Coffee,"126, Sanjava Coffee, 2016, Java",Arabica,Indonesia,"temanggung, indonesia",7.92,7.83,7.75,7.75,7.75,7.75,10,10,10,7.92,84.67,Green,1200,1200,1200
127,,Mundo Novo,∆ùæ∆æ§≈Æè∆®π Koju Matsuzawa,"127, ∆ùæ∆æ§≈Æè∆®π Koju Matsuzawa, Mundo Novo",Arabica,Japan,ada okinawa japan,7.75,7.75,7.75,7.42,8.08,7.83,10,10,10,8.08,84.67,Green,170,170,170
128,2015,Catuai,Rodrigo Soto,"128, Rodrigo Soto, 2015, Catuai",Arabica,Costa Rica,tarrazu,8.08,7.75,7.67,7.83,7.5,7.92,10,10,10,7.92,84.67,Blue-Green,1150,1150,1150
129,2015,Bourbon,Juan Luis Alvarado Romero,"129, Juan Luis Alvarado Romero, 2015, Bourbon",Arabica,Guatemala,acatenango,7.75,7.83,7.58,8,7.92,7.75,10,10,10,7.83,84.67,Green,1600,1600,1600
130,2014,Caturra,Fabian Calderon Mora,"130, Fabian Calderon Mora, 2014, Caturra",Arabica,Costa Rica,tarrazu,8.17,8,7.83,7.17,7.83,7.75,10,10,10,7.92,84.67,Green,1750,1750,1750
131,2014,Ethiopian Yirgacheffe,Essencecoffee,"131, Essencecoffee, 2014, Ethiopian Yirgacheffe",Arabica,Ethiopia,yirgacheffe,8.08,7.83,7.75,7.83,7.58,7.67,10,10,10,7.92,84.67,,1900,1900,1900
132,2014,Other,Essencecoffee,"132, Essencecoffee, 2014, Other",Arabica,Costa Rica,costa rica,7.67,7.58,7.75,7.75,7.67,8.58,10,10,10,7.67,84.67,Green,1750,1750,1750
133,2014,Catuai,Eric Thormaehlen,"133, Eric Thormaehlen, 2014, Catuai",Arabica,Costa Rica,west valley,8,7.58,7.83,7.75,7.75,7.75,10,10,10,8,84.67,Green,1200,1200,1200
134,2012,,Rob Tuttle,"134, Rob Tuttle, 2012",Arabica,Costa Rica,,8.08,7.83,7.75,7.83,7.92,8,10,10,9.33,7.92,84.67,Green,,,
135,2013,Typica,Cqi Taiwan Icp CqiÂè∞«Å£≈êàƒΩåÂ§•ƒº¥,"135, Cqi Taiwan Icp CqiÂè∞«Å£≈êàƒΩåÂ§•ƒº¥, 2013, Typica",Arabica,Taiwan,taichung xinshe Âè∞‰∏≠Â∏ÇÊñ∞Á§æÂçÄ,8,7.92,7.75,7.75,7.75,7.75,10,10,10,7.75,84.67,Green,1000,1000,1000
136,2013,Caturra,Compa„±Ia Colombiana Agroindustrial S.A,"136, Compa„±Ia Colombiana Agroindustrial S.A, 2013, Caturra",Arabica,Colombia,santander,7.75,7.83,7.75,7.83,7.75,7.83,10,10,10,7.92,84.67,Green,1550,1550,1550
137,2012,SL28,Dream Together,"137, Dream Together, 2012, SL28",Arabica,Kenya,nyeri,7.75,7.92,7.83,8,7.58,7.75,10,10,10,7.83,84.67,Bluish-Green,2000,2000,2000
138,2012,Bourbon,Juan Luis Alvarado Romero,"138, Juan Luis Alvarado Romero, 2012, Bourbon",Arabica,Guatemala,oriente,8,7.83,7.67,7.83,7.67,8,10,10,10,7.67,84.67,Green,399.483072,399.483072,399.483072
139,2012,Bourbon,Juan Luis Alvarado Romero,"139, Juan Luis Alvarado Romero, 2012, Bourbon",Arabica,Guatemala,acatenango,7.67,7.83,7.67,8,7.67,7.83,10,10,10,8,84.67,Green,464.5152,464.5152,464.5152
140,2012,Typica,Organizaciones De Productores De Cafe Colimense,"140, Organizaciones De Productores De Cafe Colimense, 2012, Typica",Arabica,Mexico,el remudadero,7.83,7.58,7.67,7.92,7.92,7.83,10,10,10,7.92,84.67,,1200,1200,1200
141,2012,Other,Afca,"141, Afca, 2012, Other",Arabica,Uganda,mbale,7.92,7.83,7.75,7.92,7.67,7.75,10,10,10,7.83,84.67,Blue-Green,1700,1850,1775
142,,,Benjamin Schmerler,"142, Benjamin Schmerler",Arabica,Peru,"penachi, cecanor",7.67,7.83,7.75,7.75,7.92,7.83,10,10,10,7.92,84.67,,,,
143,2009,,Ethiopia Commodity Exchange,"143, Ethiopia Commodity Exchange, 2009",Arabica,Ethiopia,sidamo,7.42,7.75,7.75,8,8,7.92,10,10,10,7.83,84.67,,1500,2000,1750
144,,SL34,Jungle Estate,"144, Jungle Estate, SL34",Arabica,Kenya,nyeri,7.92,7.75,7.83,7.75,7.58,7.92,10,10,10,7.83,84.58,Blue-Green,1754,1754,1754
145,2016,Other,Racafe & Cia S.C.A,"145, Racafe & Cia S.C.A, 2016, Other",Arabica,Colombia,santander,7.83,7.67,7.58,7.92,7.67,7.83,10,10,10,8.08,84.58,Blue-Green,1500,1500,1500
146,2016,Caturra,Racafe & Cia S.C.A,"146, Racafe & Cia S.C.A, 2016, Caturra",Arabica,Colombia,huila,7.92,7.83,7.58,8,7.83,7.67,10,10,10,7.75,84.58,Green,,,
147,2013,Peaberry,Daniel Magu,"147, Daniel Magu, 2013, Peaberry",Arabica,Kenya,nyeri,7.83,7.83,7.83,7.75,7.58,7.83,10,10,10,7.92,84.58,Bluish-Green,1800,1800,1800
148,2014,Pacas,Juan Luis Alvarado Romero,"148, Juan Luis Alvarado Romero, 2014, Pacas",Arabica,Guatemala,jalapa,7.75,7.83,7.67,7.92,7.75,7.83,10,10,10,7.83,84.58,Green,464.5152,464.5152,464.5152
149,2014,Bourbon,Juan Luis Alvarado Romero,"149, Juan Luis Alvarado Romero, 2014, Bourbon",Arabica,Guatemala,oriente,8,7.92,7.67,7.58,7.58,7.67,10,10,10,8.17,84.58,Green,371.61216,371.61216,371.61216
150,2013,Caturra,Compa„±Ia Colombiana Agroindustrial S.A,"150, Compa„±Ia Colombiana Agroindustrial S.A, 2013, Caturra",Arabica,Colombia,santander,7.67,7.67,7.58,7.75,7.58,8.5,10,10,10,7.83,84.58,,1550,1550,1550
151,2013,Caturra,Racafe & Cia S.C.A,"151, Racafe & Cia S.C.A, 2013, Caturra",Arabica,Colombia,huila,7.75,7.75,7.83,7.75,7.58,8,10,10,10,7.92,84.58,,1600,1900,1750
152,2013,SL28,Taylor Winch (Coffee) Ltd.,"152, Taylor Winch (Coffee) Ltd., 2013, SL28",Arabica,Kenya,,7.75,7.75,7.75,8.08,7.75,7.75,10,10,10,7.75,84.58,Green,,,
153,2012,Caturra,Exportadora De Cafe Condor S.A,"153, Exportadora De Cafe Condor S.A, 2012, Caturra",Arabica,Colombia,huila,7.67,7.83,7.83,8,7.58,7.92,10,10,10,7.75,84.58,Green,1750,1750,1750
154,2012,Bourbon,Lusso Lab,"154, Lusso Lab, 2012, Bourbon",Arabica,Costa Rica,tres rios,7.75,7.83,7.75,8,7.83,7.67,10,10,10,7.75,84.58,Bluish-Green,1450,1700,1575
155,2012,Caturra,Exportadora De Cafe Condor S.A,"155, Exportadora De Cafe Condor S.A, 2012, Caturra",Arabica,Colombia,huila,7.42,7.67,7.75,7.75,8.08,7.83,10,10,10,8.08,84.58,Green,1800,1800,1800
156,2011,Bourbon,Nucoffee,"156, Nucoffee, 2011, Bourbon",Arabica,Brazil,vale da grama,8,8,7.75,7.75,7.58,7.75,10,10,10,7.75,84.58,Green,1300,1300,1300
157,2011,Catuai,Nucoffee,"157, Nucoffee, 2011, Catuai",Arabica,Brazil,mountains of minas gerais,8.5,8,7.5,7.75,7.5,7.83,10,10,10,7.5,84.58,Blue-Green,1100,1100,1100
158,2017,Caturra,Max Gurdian,"158, Max Gurdian, 2017, Caturra",Arabica,Costa Rica,valle central,7.92,7.67,7.92,7.75,7.67,7.58,10,10,10,8,84.5,Bluish-Green,1200,1200,1200
159,2016,SL14,Ecom Japan Limited,"159, Ecom Japan Limited, 2016, SL14",Arabica,Uganda,eastern uganda,7.92,7.75,7.67,7.75,7.83,7.75,10,10,10,7.83,84.5,Green,1750,1750,1750
160,2015,Catimor,Yunnan Coffee Exchange,"160, Yunnan Coffee Exchange, 2015, Catimor",Arabica,China,yunnan,7.75,7.92,7.67,7.83,7.75,7.67,10,10,10,7.92,84.5,Green,1680,1680,1680
161,2014,Caturra,Fabian Calderon Mora,"161, Fabian Calderon Mora, 2014, Caturra",Arabica,Costa Rica,tarrazu,7.92,7.83,7.83,7.83,7.58,7.58,10,10,10,7.92,84.5,Green,1700,1700,1700
162,2015,Other,Federacion Nacional De Cafeteros,"162, Federacion Nacional De Cafeteros, 2015, Other",Arabica,Colombia,cauca,8.08,7.67,7.83,7.83,7.67,7.67,10,10,10,7.75,84.5,Green,1800,1800,1800
163,2013,Other,Eric Wu,"163, Eric Wu, 2013, Other",Arabica,China,yunnan,7.67,8,7.75,7.83,7.75,7.58,10,10,10,7.92,84.5,Green,1100,1100,1100
164,2013,Bourbon,Juan Luis Alvarado Romero,"164, Juan Luis Alvarado Romero, 2013, Bourbon",Arabica,Guatemala,oriente,8.17,7.83,7.67,7.83,7.67,7.83,10,10,10,7.5,84.5,Green,399.483072,399.483072,399.483072
165,2012,SL28,Dream Together,"165, Dream Together, 2012, SL28",Arabica,Kenya,nyeri,7.92,7.83,7.67,8,7.67,7.75,10,10,10,7.67,84.5,Blue-Green,2000,2000,2000
166,2012,Typica,Maria Imelda Uscanga Martinez,"166, Maria Imelda Uscanga Martinez, 2012, Typica",Arabica,Mexico,hustusco,8,7.92,7.42,8.08,7.5,7.67,10,10,10,7.92,84.5,Green,1350,1350,1350
167,2012,Typica,Alfredo Bojalil,"167, Alfredo Bojalil, 2012, Typica",Arabica,Mexico,jaltenango,7.92,7.83,7.75,7.75,7.75,7.83,10,10,10,7.67,84.5,,1500,1500,1500
168,2012,Bourbon,Juan Luis Alvarado Romero,"168, Juan Luis Alvarado Romero, 2012, Bourbon",Arabica,Guatemala,"el tumbador, san marcos",7.67,8,7.67,8,7.5,7.83,10,10,10,7.83,84.5,Green,,,
169,,,Daniel Friedlander,"169, Daniel Friedlander",Arabica,Brazil,mmm,7.81,7.81,7.88,7.75,7.38,8.25,9.5,10,10,8.13,84.5,,,,
170,,,Alexandra Katona-Carroll,"170, Alexandra Katona-Carroll",Arabica,Brazil,test,8.17,7.67,7.75,7.75,7.67,7.75,10,10,10,7.75,84.5,,,,
171,2016,Caturra,Max Gurdian,"171, Max Gurdian, 2016, Caturra",Arabica,Costa Rica,tarrazu,7.58,7.83,7.83,8,7.67,7.58,10,10,10,7.92,84.42,Blue-Green,1300,1300,1300
172,2017,Mandheling,Aulia Arif Syahri,"172, Aulia Arif Syahri, 2017, Mandheling",Arabica,Indonesia,sumatra brastagi,7.67,7.67,7.83,7.58,7.83,7.83,10,10,10,8,84.42,Blue-Green,1400,1400,1400
173,2015,Caturra,Carcafe Ltda Ci,"173, Carcafe Ltda Ci, 2015, Caturra",Arabica,Colombia,pitalito,7.92,7.83,7.75,7.67,7.92,7.67,10,10,10,7.67,84.42,Green,,,
174,2014,Caturra,Racafe & Cia S.C.A,"174, Racafe & Cia S.C.A, 2014, Caturra",Arabica,Colombia,huila,7.92,7.75,7.67,7.92,7.67,7.75,10,10,10,7.75,84.42,Green,1600,1950,1775
175,2012,Typica,Kao Ming Lee,"175, Kao Ming Lee, 2012, Typica",Arabica,Taiwan,"mountain ali, taiwan",7.83,7.83,7.75,8,7.5,7.75,10,10,10,7.75,84.42,Blue-Green,1200,1200,1200
176,2012,Hawaiian Kona,Kona Pacific Farmers Cooperative,"176, Kona Pacific Farmers Cooperative, 2012, Hawaiian Kona",Arabica,United States,kona,7.92,7.92,7.5,7.83,7.5,7.92,10,10,10,7.83,84.42,Blue-Green,,,
177,2012,Pacamara,Maria Amalia Guadalupe Toriello Elorza,"177, Maria Amalia Guadalupe Toriello Elorza, 2012, Pacamara",Arabica,Mexico,tapachula,7.75,7.92,7.75,7.67,7.83,7.67,10,10,10,7.83,84.42,,900,900,900
178,2009,,Ethiopia Commodity Exchange,"178, Ethiopia Commodity Exchange, 2009",Arabica,Ethiopia,limu,7.5,7.75,7.83,7.92,7.92,7.75,10,10,10,7.75,84.42,,,,
179,2017,SL28,Lydiah Mwangi,"179, Lydiah Mwangi, 2017, SL28",Arabica,Kenya,nyeri,7.33,7.58,7.83,7.75,7.75,7.92,10,10,10,8.17,84.33,Green,1800,1800,1800
180,2016,Caturra,Bismarck Castro,"180, Bismarck Castro, 2016, Caturra",Arabica,Honduras,comayagua,7.92,8,7.75,7.67,7.67,7.75,10,10,10,7.58,84.33,Green,1500,1500,1500
181,2016,Caturra,Ra„∫l Vargas,"181, Ra„∫l Vargas, 2016, Caturra",Arabica,Colombia,huila,7.58,7.75,7.5,7.83,7.67,8.5,10,10,10,7.5,84.33,Green,,,
182,2016,Catuai,Bismarck Castro,"182, Bismarck Castro, 2016, Catuai",Arabica,Honduras,central region,7.58,7.92,7.58,7.75,7.92,7.75,10,10,10,7.83,84.33,Green,1500,1500,1500
183,2016,,Racafe & Cia S.C.A,"183, Racafe & Cia S.C.A, 2016",Arabica,Colombia,la plata,7.67,7.67,7.75,7.83,7.75,7.83,10,10,10,7.83,84.33,,,,
184,2015,Caturra,Carcafe Ltda Ci,"184, Carcafe Ltda Ci, 2015, Caturra",Arabica,Colombia,huila,7.75,7.67,8,7.67,8.08,7.83,10,10,10,7.33,84.33,Green,442,442,442
185,2013,Caturra,Exportadora De Cafe Condor S.A,"185, Exportadora De Cafe Condor S.A, 2013, Caturra",Arabica,Colombia,huila,7.75,7.58,7.33,7.83,7.58,8.08,10,10,10,8.17,84.33,Green,1800,1800,1800
186,2012,Typica,Victor Hugo Melchor Cordova,"186, Victor Hugo Melchor Cordova, 2012, Typica",Arabica,Mexico,tuxtla gutierrez,8,7.75,7.75,7.83,7.5,7.67,10,10,10,7.83,84.33,Blue-Green,1700,1700,1700
187,2011,Yellow Bourbon,Nucoffee,"187, Nucoffee, 2011, Yellow Bourbon",Arabica,Brazil,vale da grama,8.17,8,7.5,7.75,7.5,7.67,10,10,10,7.75,84.33,,1200,1350,1275
188,2011,,Nucoffee,"188, Nucoffee, 2011",Arabica,Brazil,south of minas,8,8,7.5,7.5,7.67,7.75,10,10,10,7.92,84.33,,900,1200,1050
189,,,Benjamin Schmerler,"189, Benjamin Schmerler",Arabica,Ethiopia,limu,7.75,7.75,7.92,7.75,7.5,7.92,10,10,10,7.75,84.33,,334.450944,575.998848,455.224896
190,2009,,The Coffee Source Inc.,"190, The Coffee Source Inc., 2009",Arabica,Guatemala,nuevo oriente,7.5,7.67,7.75,7.67,7.92,7.92,10,10,10,7.92,84.33,,408.773376,436.644288,422.708832
191,2016,Typica,"Lin, Che-Hao Krude ∆ûó≈ì≤»±™","191, Lin, Che-Hao Krude ∆ûó≈ì≤»±™, 2016, Typica",Arabica,Taiwan,ÂúãÂßìÈÑâ guoshing township,7.92,7.75,7.75,7.67,7.67,7.83,10,10,10,7.67,84.25,Blue-Green,1000,1000,1000
192,2015,Catimor,∆ùæ∆æ§≈Æè∆®π Koju Matsuzawa,"192, ∆ùæ∆æ§≈Æè∆®π Koju Matsuzawa, 2015, Catimor",Arabica,Thailand,chiang rai thailand,7.83,7.75,7.75,7.42,7.83,7.67,10,10,10,8,84.25,Green,1200,1200,1200
193,2016,Caturra,Carcafe Ltda Ci,"193, Carcafe Ltda Ci, 2016, Caturra",Arabica,Colombia,nari√±o,7.83,7.58,7.75,7.58,7.67,8,10,10,10,7.83,84.25,Green,2560,2560,2560
194,2016,Caturra,Juan Luis Alvarado Romero,"194, Juan Luis Alvarado Romero, 2016, Caturra",Arabica,Guatemala,antigua,7.75,7.75,7.58,7.92,7.75,7.75,10,10,10,7.75,84.25,Green,1500,1500,1500
195,2015,Caturra,Juan Luis Alvarado Romero,"195, Juan Luis Alvarado Romero, 2015, Caturra",Arabica,Guatemala,huehuetenango,7.75,7.92,7.5,8.08,7.58,7.67,10,10,10,7.75,84.25,Green,335.1012653,335.1012653,335.1012653
196,2015,Catimor,Yunnan Coffee Exchange,"196, Yunnan Coffee Exchange, 2015, Catimor",Arabica,China,yunnan,7.83,7.83,7.58,7.75,7.75,7.75,10,10,10,7.75,84.25,Green,1400,1400,1400
197,2015,Caturra,Racafe & Cia S.C.A,"197, Racafe & Cia S.C.A, 2015, Caturra",Arabica,Colombia,huila,7.67,7.67,7.75,7.75,7.67,7.92,10,10,10,7.83,84.25,Green,1600,1950,1775
198,2015,Caturra,Racafe & Cia S.C.A,"198, Racafe & Cia S.C.A, 2015, Caturra",Arabica,Colombia,huila,7.83,7.67,7.75,7.58,7.92,7.75,10,10,10,7.75,84.25,Green,1600,1950,1775
199,2015,Other,Federacion Nacional De Cafeteros,"199, Federacion Nacional De Cafeteros, 2015, Other",Arabica,Colombia,cauca,7.83,7.75,7.83,7.58,7.67,7.75,10,10,10,7.83,84.25,Green,1800,1800,1800
200,2015,Caturra,Carcafe Ltda Ci,"200, Carcafe Ltda Ci, 2015, Caturra",Arabica,Colombia,huila,7.42,7.67,7.83,7.75,7.92,7.83,10,10,10,7.83,84.25,Green,442,442,442
201,2014,Other,Tembo Coffee Company Ltd,"201, Tembo Coffee Company Ltd, 2014, Other",Arabica,Tanzania,shizingo village,7.83,7.67,7.75,7.83,7.67,7.67,10,10,10,7.83,84.25,Green,1620,1620,1620
202,2014,Other,Taylor Winch (T) Ltd,"202, Taylor Winch (T) Ltd, 2014, Other",Arabica,Tanzania,mbeya,7.83,7.75,7.75,7.75,7.67,7.75,10,10,10,7.75,84.25,Green,1600,1600,1600
203,2014,Bourbon,Juan Luis Alvarado Romero,"203, Juan Luis Alvarado Romero, 2014, Bourbon",Arabica,Guatemala,oriente,7.83,7.83,7.5,7.92,7.58,7.75,10,10,10,7.83,84.25,Green,371.61216,371.61216,371.61216
204,2013,Caturra,Exportadora De Cafe Condor S.A,"204, Exportadora De Cafe Condor S.A, 2013, Caturra",Arabica,Colombia,cauca,7.58,7.5,7.75,7.83,7.92,7.83,10,10,10,7.83,84.25,Green,1700,1700,1700
205,2012,Hawaiian Kona,Kona Pacific Farmers Cooperative,"205, Kona Pacific Farmers Cooperative, 2012, Hawaiian Kona",Arabica,United States,kona,7.33,7.92,7.92,7.92,7.92,8.08,10,10,9.33,7.83,84.25,Bluish-Green,,,
206,2012,Typica,Jesus Salazar Velasco,"206, Jesus Salazar Velasco, 2012, Typica",Arabica,Mexico,san pedro cotzilnam,7.83,7.92,7.67,7.83,7.5,7.75,10,10,10,7.75,84.25,Green,1450,1450,1450
207,2012,Bourbon,Manuel Herrera Juarez,"207, Manuel Herrera Juarez, 2012, Bourbon",Arabica,Mexico,veracruz,7.83,7.83,7.75,7.67,7.83,7.58,10,10,10,7.75,84.25,Green,1170,1170,1170
208,2012,Bourbon,Alfredo Bojalil,"208, Alfredo Bojalil, 2012, Bourbon",Arabica,Mexico,"la concordia, chiapas",7.83,7.92,7.67,7.75,7.5,7.75,10,10,10,7.83,84.25,Bluish-Green,1400,1400,1400
209,2012,Other,Afca,"209, Afca, 2012, Other",Arabica,Uganda,kasese,8.17,7.75,7.58,7.67,7.83,7.58,10,10,10,7.67,84.25,Green,1700,1700,1700
210,2017,Bourbon,Juan Luis Alvarado Romero,"210, Juan Luis Alvarado Romero, 2017, Bourbon",Arabica,Guatemala,san marcos,7.75,7.83,7.58,7.83,7.67,7.75,10,10,10,7.75,84.17,Green,1700,1700,1700
211,2016,Caturra,Racafe & Cia S.C.A,"211, Racafe & Cia S.C.A, 2016, Caturra",Arabica,Colombia,huila,7.83,7.75,7.58,7.67,7.75,7.83,10,10,10,7.75,84.17,Green,,,
212,2016,Caturra,Wayner Jimenez,"212, Wayner Jimenez, 2016, Caturra",Arabica,Costa Rica,tarrazu,7.92,7.75,7.67,7.67,7.5,7.67,10,10,10,8,84.17,Bluish-Green,1700,1700,1700
213,2016,Caturra,Juan Luis Alvarado Romero,"213, Juan Luis Alvarado Romero, 2016, Caturra",Arabica,Guatemala,huehuetenango,7.75,7.75,7.58,8,7.67,7.83,10,10,10,7.58,84.17,Green,340.3967386,340.3967386,340.3967386
214,2016,Caturra,Juan Luis Alvarado Romero,"214, Juan Luis Alvarado Romero, 2016, Caturra",Arabica,Guatemala,solola,7.75,7.92,7.58,7.92,7.67,7.67,10,10,10,7.67,84.17,Green,1565,1565,1565
215,2016,Bourbon,Juan Luis Alvarado Romero,"215, Juan Luis Alvarado Romero, 2016, Bourbon",Arabica,Guatemala,norte,7.58,7.83,7.58,7.83,7.83,7.67,10,10,10,7.83,84.17,Green,3280,3280,3280
216,2015,Caturra,Racafe & Cia S.C.A,"216, Racafe & Cia S.C.A, 2015, Caturra",Arabica,Colombia,huila,8,7.5,7.5,7.67,8,7.83,10,10,10,7.67,84.17,Bluish-Green,1600,1950,1775
217,2015,Caturra,Cooperativa El Gorrion R.L,"217, Cooperativa El Gorrion R.L, 2015, Caturra",Arabica,Nicaragua,jinotega,7.67,7.83,7.83,7.5,7.67,7.83,10,10,10,7.83,84.17,Bluish-Green,900,1100,1000
218,2015,Catuai,Cafebras,"218, Cafebras, 2015, Catuai",Arabica,Brazil,cerrado,7.67,7.75,7.75,7.67,7.83,7.75,10,10,10,7.75,84.17,,1150,1150,1150
219,2014,Caturra,"Ceca, S.A.","219, Ceca, S.A., 2014, Caturra",Arabica,Costa Rica,tarrazu,7.67,7.75,7.67,7.75,7.5,8,10,10,10,7.83,84.17,Blue-Green,1850,1850,1850
220,2014,Gesha,Asefa Dukamo Keroma,"220, Asefa Dukamo Keroma, 2014, Gesha",Arabica,Ethiopia,snnprg; kafa; telo woreda; shada kebele,7.5,7.92,7.58,7.83,7.75,7.83,10,10,10,7.75,84.17,Green,1545,1668,1606.5
221,2014,Other,Selian Coffee Estate,"221, Selian Coffee Estate, 2014, Other",Arabica,Tanzania,arusha,7.92,7.75,7.75,7.75,7.75,7.58,10,10,10,7.67,84.17,Green,1400,1400,1400
222,2014,Other,Olam Agro Colombia,"222, Olam Agro Colombia, 2014, Other",Arabica,Colombia,huila,7.67,7.5,7.67,7.42,7.83,8.58,10,10,10,7.5,84.17,Green,1530,1530,1530
223,2013,,Chris Finch,"223, Chris Finch, 2013",Arabica,Guatemala,,7.67,7.75,7.67,7.75,7.75,7.75,10,10,10,7.83,84.17,Bluish-Green,,,
224,2013,SL28,Itochu Corporation,"224, Itochu Corporation, 2013, SL28",Arabica,Kenya,kenya,7.58,7.75,7.75,7.75,7.75,7.83,10,10,10,7.75,84.17,Green,1,500,250.5
225,2012,Mundo Novo,Owen Carver,"225, Owen Carver, 2012, Mundo Novo",Arabica,Brazil,"minas gerais, br",7.58,7.83,7.75,7.67,7.67,8,10,10,10,7.67,84.17,Green,894,1183,1038.5
226,2013,Bourbon,Juan Luis Alvarado Romero,"226, Juan Luis Alvarado Romero, 2013, Bourbon",Arabica,Guatemala,oriente,7.92,7.75,7.67,7.67,7.83,7.92,10,10,10,7.42,84.17,Green,399.483072,399.483072,399.483072
227,2013,Bourbon,Atlantic Specialty Coffee,"227, Atlantic Specialty Coffee, 2013, Bourbon",Arabica,El Salvador,apaneca,8.42,8.08,7.5,7.17,7.58,8.17,9.33,10,10,7.92,84.17,Bluish-Green,1500,1500,1500
228,2012,Caturra,Exportadora De Cafe Condor S.A,"228, Exportadora De Cafe Condor S.A, 2012, Caturra",Arabica,Colombia,huila,7.75,7.75,7.75,7.75,7.83,7.75,10,10,10,7.58,84.17,Green,1750,1750,1750
229,2012,Catuai,Juan Luis Alvarado Romero,"229, Juan Luis Alvarado Romero, 2012, Catuai",Arabica,Guatemala,guatemala,7.83,7.5,7.5,8,7.83,7.83,10,10,10,7.67,84.17,Bluish-Green,,,
230,2012,Other,Afca,"230, Afca, 2012, Other",Arabica,Uganda,mt. rwenzori,7.83,7.75,7.5,7.83,7.83,7.75,10,10,10,7.67,84.17,Green,1500,1700,1600
231,2017,Mandheling,Pt.Royal Pacific Indah International,"231, Pt.Royal Pacific Indah International, 2017, Mandheling",Arabica,Indonesia,aceh tengah,7.81,7.88,7.56,7.75,7.63,7.75,10,10,10,7.75,84.13,Bluish-Green,,,
232,2017,Caturra,Carcafe Ltda Ci,"232, Carcafe Ltda Ci, 2017, Caturra",Arabica,Colombia,huila,7.83,7.5,7.42,7.5,7.83,8.5,10,10,10,7.5,84.08,Green,442,442,442
233,2016,Typica,"Lin, Che-Hao Krude ∆ûó≈ì≤»±™","233, Lin, Che-Hao Krude ∆ûó≈ì≤»±™, 2016, Typica",Arabica,Taiwan,"nanxi dist., tainan city Ëá∫ÂçóÂ∏ÇÊ•†Ë•øÂçÄ",7.58,7.67,7.67,7.67,7.75,7.83,10,10,10,7.92,84.08,Bluish-Green,968,968,968
234,2016,Bourbon,Juan Luis Alvarado Romero,"234, Juan Luis Alvarado Romero, 2016, Bourbon",Arabica,Guatemala,oriente,8,7.75,7.5,7.58,7.92,7.67,10,10,10,7.67,84.08,Green,,,
235,2014,Caturra,Racafe & Cia S.C.A,"235, Racafe & Cia S.C.A, 2014, Caturra",Arabica,Colombia,huila,7.92,7.75,7.67,7.75,7.67,7.67,10,10,10,7.67,84.08,,1600,1950,1775
236,2014,Bourbon,Lusso Lab,"236, Lusso Lab, 2014, Bourbon",Arabica,Guatemala,"aldea xeucalvitz, ixil region, quiche department",7.58,7.75,7.67,8,7.75,7.67,10,10,10,7.67,84.08,Bluish-Green,1550,1550,1550
237,2012,Hawaiian Kona,Kona Pacific Farmers Cooperative,"237, Kona Pacific Farmers Cooperative, 2012, Hawaiian Kona",Arabica,United States,kona,7.83,7.75,7.83,7.83,7.42,8.08,9.33,10,10,8,84.08,Green,,,
238,2012,Typica,Andres Martinez Leon,"238, Andres Martinez Leon, 2012, Typica",Arabica,Mexico,santo domingo cacalotepec,7.67,7.75,7.67,7.75,7.67,7.75,10,10,10,7.83,84.08,Green,1480,1480,1480
239,2012,Other,Steven Kil,"239, Steven Kil, 2012, Other",Arabica,Ethiopia,"ethiopia, sidamo",7.92,7.92,7.83,8,7.92,7.92,10,10,8.67,7.92,84.08,,1800,1800,1800
240,2017,,Amanda Powers,"240, Amanda Powers, 2017",Arabica,Costa Rica,,7.58,7.75,7.67,7.75,7.83,7.75,10,10,10,7.67,84,None,,,
241,2017,Gesha,Kyagalanyi Coffee Ltd,"241, Kyagalanyi Coffee Ltd, 2017, Gesha",Arabica,Ethiopia,sidamo,7.83,7.75,7.67,7.75,7.33,7.75,10,10,10,7.92,84,Green,1800,1800,1800
242,2017,Caturra,Bismarck Castro,"242, Bismarck Castro, 2017, Caturra",Arabica,Honduras,comayagua,7.42,7.83,7.75,7.92,7.75,7.58,10,10,10,7.75,84,Green,1500,1500,1500
243,2015,Caturra,Juan Luis Alvarado Romero,"243, Juan Luis Alvarado Romero, 2015, Caturra",Arabica,Guatemala,huehuetenango,7.67,7.83,7.58,7.92,7.75,7.67,10,10,10,7.58,84,Green,505.3925376,535.1215104,520.257024
244,2014,Other,Olam Agro Colombia,"244, Olam Agro Colombia, 2014, Other",Arabica,Colombia,huila,7.67,7.67,7.83,7.58,7.58,7.83,10,10,10,7.83,84,Green,1600,1600,1600
245,2014,Bourbon,Juan Luis Alvarado Romero,"245, Juan Luis Alvarado Romero, 2014, Bourbon",Arabica,Guatemala,oriente,7.92,7.67,7.42,7.92,7.75,7.83,10,10,10,7.5,84,Green,371.61216,371.61216,371.61216
246,2014,Bourbon,Juan Luis Alvarado Romero,"246, Juan Luis Alvarado Romero, 2014, Bourbon",Arabica,Guatemala,oriente,7.75,7.83,7.5,7.83,7.58,7.67,10,10,10,7.83,84,Green,371.61216,371.61216,371.61216
